Ship_1_start,Ship_1_unload,Ship_1_load,Ship_2_start,Ship_2_unload,Ship_2_load,Ship_3_start,Ship_3_unload,Ship_3_load,Ship_4_start,Ship_4_unload,Ship_4_load,Ship_5_start,Ship_5_unload,Ship_5_load,Ship_6_start,Ship_6_unload,Ship_6_load,Ship_7_start,Ship_7_unload,Ship_7_load,Ship_8_start,Ship_8_unload,Ship_8_load,Ship_9_start,Ship_9_unload,Ship_9_load,Ship_10_start,Ship_10_unload,Ship_10_load,Ship_11_start,Ship_11_unload,Ship_11_load,Ship_12_start,Ship_12_unload,Ship_12_load,Ship_13_start,Ship_13_unload,Ship_13_load,Ship_14_start,Ship_14_unload,Ship_14_load,Ship_15_start,Ship_15_unload,Ship_15_load,Ship_16_start,Ship_16_unload,Ship_16_load,Ship_17_start,Ship_17_unload,Ship_17_load,Ship_18_start,Ship_18_unload,Ship_18_load,Ship_19_start,Ship_19_unload,Ship_19_load,Ship_20_start,Ship_20_unload,Ship_20_load,Ship_21_start,Ship_21_unload,Ship_21_load,Ship_22_start,Ship_22_unload,Ship_22_load
5213,2402,4224,3701,1057,173,2759,1042,917,6495,1244,1763,5080,3478,890,3818,2316,3086,4742,2106,2961,2447,2341,6165,4459,4087,1166,4208,3402,260,5974,1751,2033,4965,11,522,4530,1002,670,6456,953,4491,5255,322,756,10153,1835,1421,11948,4071,2735,9573,1978,2201,7225,1550,5888,7060,4956,1022,2608,1630,3333,9890,5572,4280
7035,6957,2308,2817,1558,1402,2634,1984,89,7014,478,143,2492,1859,5079,4588,663,2489,5597,3257,896,6271,5673,1658,1538,1115,6760,1066,601,4854,6256,1248,1283,5476,3676,3401,4198,3008,1520,9994,539,2029,5689,5045,9461,9739,4748,336,10612,8019,4818,9796,3085,3998,11563,10871,8792,3126,2898,7769,4311,1045,7230,8598,318,1433
2386,1234,3999,2661,113,4226,739,36,6352,6679,1678,2119,5712,4905,2159,6414,460,307,3236,1581,3346,2256,1004,1872,7183,6373,623,5319,1653,3469,6291,2359,2336,5201,1481,2338,2710,1491,3592,11484,2750,3055,10105,8053,9512,5327,2076,7079,7411,2503,7074,10709,6956,2390,9484,8362,9179,7997,4419,6081,10496,9789,6160,9713,7631,1443
5151,4631,4172,6774,4426,3729,7055,6796,6879,7120,4704,4002,2966,2434,4363,6261,4012,284,5001,1270,2082,3124,857,1440,1433,1131,3458,7135,6526,6134,6268,1883,1533,6058,4087,1279,4811,1129,3126,11789,3150,848,11564,11281,5623,10330,10128,10286,11982,1030,194,6143,6044,11721,10301,8476,2609,9659,2897,4951,6867,5101,1685,3525,3248,10502
4692,3220,1774,6077,4594,381,7138,3074,169,6418,4577,2181,4895,3861,3887,2533,1057,3191,5813,884,1716,3707,480,1185,3760,739,3324,6743,3030,2505,5918,3351,2421,3250,1468,576,6808,76,164,9487,7154,2831,5906,2361,1108,10488,6981,6686,11146,7738,7796,11820,4362,1050,4434,873,7272,11713,7490,7612,3451,469,5228,10779,4613,2164
3246,699,1615,1864,327,4239,4233,2665,2527,4022,2332,5443,4921,2076,3926,4667,2561,4910,6645,2819,3234,4412,281,897,6345,1880,1288,6218,2736,2275,4988,2155,2389,2358,821,1554,6896,1780,941,5164,1361,7175,4653,3589,5740,10193,4426,2895,11204,3148,2082,8508,5881,2330,10833,6407,4165,11835,307,459,8210,1459,2960,8330,4467,58
4162,3630,1819,5776,3888,368,4095,998,1349,7133,6088,1429,6771,528,957,7016,6585,2187,7060,2254,740,5028,1608,1499,5753,3124,3803,5757,76,1285,5222,2279,2807,3091,1643,4718,6057,1980,580,10978,10212,3101,6804,1160,4881,8662,8475,9740,10138,3527,3778,4957,3888,6079,8591,7330,1095,11987,10083,9073,9711,4932,4900,3921,3088,231
2351,1388,2735,2256,1855,2540,4446,3468,4718,2474,770,3708,7200,2088,1443,2618,1850,5368,5546,125,1089,4919,755,1463,6432,1881,593,6966,3296,2895,5750,348,1591,6166,2267,3181,4657,1691,2883,3867,3427,5113,10525,9933,7921,9927,1690,3740,10389,8273,4354,7148,4314,8467,2356,1281,8955,10977,1891,2764,9679,7876,666,1064,192,7164
3698,3637,249,2941,563,3403,5696,2454,663,5412,3992,1020,6555,4278,1199,6136,1413,1623,6510,1160,157,5627,3158,886,5144,2846,1869,6565,4022,2611,6993,4505,1770,7080,5906,5567,5849,2865,1733,5553,3869,4454,8513,5473,7177,11977,10810,5659,6470,4052,363,11301,6,251,10030,7212,637,11850,9865,9167,2469,1939,130,8036,6629,2672
310,23,5359,5781,5151,4461,3905,2504,4819,2440,2412,2179,3476,3384,6016,6346,1904,2322,5507,2380,2534,3355,792,2101,4167,2904,1987,5154,3483,2244,4258,1382,2960,6741,5544,1359,4717,2768,1183,6138,2777,6760,10217,632,672,6826,17,763,2781,1188,7266,11546,2538,2796,3455,538,8123,11152,1784,905,660,520,129,4079,63,7087
5646,1406,2898,5091,982,1775,6220,1683,1799,2207,2163,1021,6108,3255,4018,6764,6303,1380,5661,1713,166,4664,1955,457,3250,1131,894,3915,49,1894,5836,1027,841,2556,222,1908,3132,311,4231,10121,3806,4862,10257,9524,824,7572,736,1953,8859,4928,5163,11804,3825,3851,11040,7001,1518,10273,5034,2241,269,237,10256,11103,1441,1193
7138,4690,283,5884,2469,275,6336,4501,65,1065,113,4608,6871,4320,3206,1841,290,4280,4114,1993,1966,3166,2054,752,3013,980,1112,5760,3044,808,5650,1129,2440,4242,1016,1765,7052,3650,2061,11177,8984,5055,1557,776,11045,8789,7199,461,9094,573,3056,11830,11666,4770,5557,1865,7796,7480,3953,6384,10288,7150,5121,10855,2920,2551
2731,91,2359,3690,1111,4229,1900,1570,862,5560,1837,1020,5757,727,119,5831,5745,816,4087,1621,1339,1864,284,593,3145,1637,4011,3524,1522,3603,6961,5550,98,4991,4967,6740,5463,2134,3680,7248,740,3978,11826,9828,9084,2051,1144,2854,11577,4035,734,4934,3851,1656,11488,2798,498,9911,697,906,8259,6878,9946,10486,8979,8913
4999,4527,254,6808,1438,367,1192,924,6612,4743,1821,537,5149,3456,3177,902,179,4787,3805,3418,4909,2173,1345,1911,5519,613,1201,5605,2953,337,1509,1457,5601,6764,5623,5655,7009,5452,5169,10486,3026,336,11082,10976,11673,3761,1848,300,8276,4729,5869,2739,574,7862,9188,8817,1899,10120,8773,10561,11327,5094,1315,10420,9494,883
726,299,5081,5737,1946,2452,6880,3178,1027,3459,997,2693,4870,2806,931,5510,5135,3910,5296,4675,5460,2739,1928,446,6107,4735,1515,2989,734,2910,5653,958,605,6796,923,894,6726,1539,537,7796,1120,2548,11779,372,404,2213,1088,8398,9416,6563,4659,10027,4574,4693,2270,817,2349,11908,9131,2047,7548,2283,2554,1809,1555,5041
5508,4477,2918,6243,1422,2316,4729,116,1769,5155,348,214,2995,1595,4090,4285,760,1702,6081,3074,2216,1257,471,5488,2887,2865,3026,5165,1106,1730,5300,1293,2944,6767,4517,307,5724,4763,3412,9224,5718,3086,11811,3718,599,9523,169,2640,7512,2167,3506,10146,6077,2498,3802,1993,4460,4824,1228,4364,7819,3689,6236,5295,1671,5617
3949,2867,1205,7137,1294,1199,6382,4539,2103,5021,3146,591,5490,2804,1492,5227,1311,2942,5223,970,1271,6274,5365,3276,3048,2546,1034,5789,1417,2022,6951,639,159,2557,2529,3334,4373,1859,1934,6592,2328,7128,8692,6527,4970,11994,2212,20,8851,6619,5482,6567,1718,2256,6269,2927,2921,7960,1928,774,10366,8874,815,9241,8922,6915
2287,1626,936,7042,1651,645,3946,749,201,2466,1862,1129,4178,1989,3120,6858,4780,492,5524,4583,3732,4185,2801,1327,1536,1051,6574,6394,2963,363,6471,5972,48,3362,2931,3624,4448,949,910,11392,5509,124,7135,1411,4708,9802,539,1646,7714,5763,4515,7105,5255,5321,6263,1077,5490,6806,3948,6666,2307,302,958,7234,2768,4371
1597,165,32,6036,5994,49,3398,1427,2072,1733,909,1104,5309,5142,3388,2570,1339,5945,4673,2312,3900,2711,1956,3600,7059,5739,231,3794,2249,4201,547,526,5555,4055,1717,2802,4409,915,2132,6007,3567,3698,10432,10054,4215,10909,376,609,6466,2664,4557,7171,1573,6234,10676,8882,7848,9524,819,209,2963,2306,9891,8837,6006,311
1464,272,2760,91,65,3245,4043,2666,4030,1928,573,1640,3555,3176,5223,7176,1447,1009,6261,6048,6913,4355,4310,1585,1551,37,1174,5746,2997,3981,5576,4772,5220,5140,3513,2705,5626,1896,2609,6138,6109,3814,4593,2242,7576,11142,3732,481,8359,4923,2533,11832,574,620,9642,2807,4401,8914,1540,3184,10548,8243,3674,3142,1361,7043
3952,1265,4277,3271,3134,4644,5407,3162,3345,2995,1764,5681,5602,4762,2816,6738,6404,6815,7126,3135,2216,1630,194,1923,2688,1899,3090,6730,3577,1850,6024,608,268,4332,1760,3517,6339,5798,671,3843,1431,7265,9927,5573,5991,7891,7648,8400,5969,1908,4728,11878,11066,2635,11236,3622,3988,10558,6195,6326,5979,3002,5641,8824,3484,3906
6964,2313,2285,4781,3800,688,5590,4635,1423,6912,3906,1658,3656,670,3391,7149,6203,2776,6207,465,558,3359,181,2745,3879,3225,6118,5003,2928,421,5684,358,956,6089,6011,1774,1212,450,919,9677,6472,3258,10345,1218,395,8643,6963,5418,8789,1680,4855,3447,3030,9646,11602,745,338,10689,9085,2379,8618,6330,4848,9246,1510,2277
6936,146,190,1669,444,1813,2378,1875,4381,4664,678,1887,6377,2924,67,3722,2856,1302,6300,1350,1562,5923,5512,2564,6772,2841,2775,2496,950,1515,6282,3874,2674,1852,356,3892,1681,295,1230,6463,3061,7748,9522,4600,2210,7098,4218,3798,11964,9985,108,10063,9708,10679,11195,1466,539,3983,1742,4568,7136,633,3331,10013,6498,8388
6980,6025,4673,3038,996,3806,4884,1305,3595,5873,719,1748,3520,3036,4101,2168,675,4163,6512,1509,411,2975,269,2306,6706,5393,1221,3061,1081,3186,5082,3263,1646,5388,2389,2007,2616,997,1659,11150,8597,4718,7132,3805,3565,6678,5503,10115,2087,276,6779,11034,9802,10758,10268,1155,1473,6809,5686,7478,9834,1008,2376,11903,10732,2192
5628,381,300,5848,2432,3546,7174,2051,126,6902,203,253,4585,3224,2299,5656,735,1945,5414,808,685,5012,235,231,2534,748,3373,5166,1554,3382,3465,2682,1597,5006,3631,3060,3278,183,825,7271,6077,4436,6892,757,4904,11290,4362,4693,8590,3695,3164,11990,3584,421,10586,751,682,8601,3980,5080,11202,4093,4147,3363,2345,2582
5547,2557,1180,6962,335,462,5249,2755,4028,6952,6557,6259,3660,3166,3307,6866,3236,918,5291,2175,2987,5008,2959,350,5159,2604,2728,6994,6785,2759,2380,1700,5088,4435,4214,2744,3920,313,2364,5630,665,4591,11039,4676,4334,11621,1273,1082,8059,2821,4050,8827,3693,1847,10517,8893,8304,9701,1363,3285,11256,7153,1919,3600,2130,2025
4170,2666,7,7089,797,745,6522,5660,2218,6654,2409,2631,3801,1181,3220,4548,314,1060,6103,2211,438,2399,1595,5656,5283,31,1767,2968,730,2225,5768,700,1092,2965,848,4739,5971,4898,4743,9556,603,2742,10697,5681,3682,11430,1381,1317,9288,4021,1019,6981,5991,10743,9928,2398,295,11623,6628,4566,6022,4886,10447,3495,3097,2400
1511,39,3608,7037,3697,1958,3080,2267,590,6876,2050,539,5840,2713,629,5294,4963,2251,4330,3430,1330,6460,4518,726,7019,1791,1179,4463,3493,220,6160,4242,12,6856,3151,2876,5816,2424,556,11695,591,331,8698,2028,4537,11366,6645,4419,6286,3530,3210,11733,2363,1572,7825,2681,2554,9561,3883,2274,11583,9016,1986,2798,1178,7548
5080,1933,3708,5298,4047,5114,1403,1213,3191,5365,3461,4587,3756,2666,1281,2582,237,1371,2230,61,1065,2668,716,2788,6407,2346,1035,1190,218,4860,1930,82,2523,6581,4439,3087,3948,3539,1967,11435,115,525,11207,9911,1305,9140,8948,8958,5966,3414,7937,10942,3477,1826,7698,3423,7499,7952,1820,795,4553,631,3520,9168,6442,8090
6855,3055,1942,6365,2623,442,3381,354,1387,6491,3310,2717,2371,1949,1624,3716,1197,2199,3234,2685,1443,4740,4389,2352,5096,4280,3875,5832,4491,425,4371,1616,1899,5229,833,402,2376,1447,3251,11845,5701,4999,2601,1368,3068,9150,8165,3145,10489,3597,1880,9291,5587,258,11774,2300,1673,6927,621,4727,7442,1498,433,10816,8559,5130
5742,1261,1934,4184,2161,1695,4414,4077,2545,5898,2955,2074,2046,174,1768,4718,1433,2977,1992,1635,6568,2703,2266,1293,4691,1136,594,1766,1565,3433,4654,3785,3952,4798,3062,3263,4180,3409,6210,11143,10875,1769,4301,1557,1958,4130,2486,7092,8772,7914,2125,3962,524,6646,11147,7486,4179,11033,734,347,6377,2234,3686,7387,6402,7532
6415,2527,466,3718,2693,5575,2882,2290,4912,5017,1788,738,3640,805,1811,6262,6118,6985,6925,5996,244,1730,697,2529,4149,1032,2093,3634,1241,1758,4821,4069,1965,4999,1928,2694,6981,340,28,2037,1926,8685,4702,1305,3571,8736,27,38,2983,2194,10995,10084,6383,6985,7840,1401,1858,10646,5704,233,7829,6438,1431,8517,3775,3249
4354,3244,4576,6600,3192,1363,5504,3830,4132,3967,3073,6127,4646,2082,4178,7129,2370,1286,1173,857,4427,3562,43,3218,5210,3586,4498,4151,2757,3558,2717,2368,638,5765,2991,4425,6669,286,182,8796,7302,2191,6968,384,4091,8747,2201,2271,11784,4347,1266,10686,5260,3974,8297,2763,5373,5175,1508,5824,2822,2355,3504,7991,2898,4890
5686,3505,1094,4771,1644,2688,5806,4049,2717,7021,6699,796,6742,4324,2933,6045,484,828,4743,350,1103,6737,1086,500,6122,5252,4261,4952,3369,5334,987,356,1782,7199,6184,4240,6565,581,118,3685,3028,2918,10675,4782,365,8817,4084,1921,8703,2214,548,9400,4957,6838,10907,7146,1210,9491,5534,5501,3971,1860,4229,9983,636,290
3275,3023,1802,5815,4283,1968,4474,2081,4350,1118,1105,7107,5351,4269,3536,6389,5506,1149,5496,232,364,6151,1446,812,5131,4483,3687,6917,6548,3472,2413,1555,1367,5255,5075,5760,6102,3209,2045,3575,1630,2325,6258,4252,8801,6654,6613,11436,7037,5510,10258,11281,1572,1369,4971,4182,10689,9458,4072,5907,6340,1682,3040,9637,6015,189
2054,1696,6523,3500,1882,5306,6743,1580,699,7120,1237,294,4618,3780,4783,2032,1934,2769,5628,5142,4417,5517,3926,5351,4335,743,2751,3841,3624,2340,2225,1763,5500,5940,4864,1490,4938,444,1584,4270,381,2147,10807,4334,4391,11477,6353,5143,11785,3,170,11078,3883,2925,11478,5423,4998,11293,7234,4769,7698,783,4186,3811,3258,11080
6881,535,634,6924,6639,4759,5862,2542,3392,6177,982,1379,5621,1079,2176,2867,1148,2096,4903,4472,2008,6942,4127,703,6343,4811,3305,2557,1518,4714,5962,5604,5059,2566,1347,4248,6078,4299,2935,6036,3084,8978,10864,10388,4610,10267,2421,979,11952,2704,1867,10120,3690,673,11053,5008,4682,8828,4686,3466,11101,3050,3725,11633,7159,1535
6980,6454,5746,5044,4738,1304,6712,345,344,6574,3394,423,6718,5321,1063,3815,3239,3623,2439,1010,5145,3518,1965,1926,4837,2912,2152,5753,2947,3813,5417,753,2077,5467,1351,2950,4714,482,1052,11930,3894,2774,5086,668,3017,8825,2687,2637,11115,5711,1357,7103,944,2523,10727,5409,6532,7608,4445,1016,11776,8880,1282,6009,3551,5
6272,1185,1534,1610,174,3892,6711,675,1139,3603,1179,1865,2460,1531,439,4199,1486,4025,6574,6359,6702,3479,3081,5002,4077,1146,1179,6619,4152,2294,6741,3437,2498,7066,170,145,5284,241,543,10810,2958,3353,7435,2705,1372,8775,4045,3640,6761,447,4260,8682,2244,3885,11850,10816,56,4179,1297,307,4178,2360,7014,2463,1903,9961
6621,196,154,5328,4531,6018,7175,679,299,4289,2338,1602,1368,738,3935,6738,2515,1413,6917,6370,1569,5400,1401,328,4110,1106,1210,4761,2235,3140,5802,1947,960,7041,5589,5335,5586,2347,343,11205,1579,1585,6102,1236,1331,8370,2717,4335,10574,8148,9381,10323,8144,8571,1090,211,6908,3189,2324,3540,8832,6265,2107,10521,3429,2103
6579,6014,6179,6815,4493,2784,6795,4912,3079,3553,462,1615,4565,887,2106,5636,1584,1263,2116,1578,6318,4327,1034,2466,4214,99,979,5666,4511,498,4815,4803,6839,6787,2986,1279,3582,1646,3428,11211,7099,6905,6197,2770,2556,9988,9721,2244,11807,4895,1245,10750,1928,2811,7787,6854,6203,4405,2017,429,4674,32,5197,9195,3541,354
6744,2405,796,5106,1419,2695,4962,3347,515,4706,3189,5473,5784,5481,5965,5315,4223,2835,6856,5898,5550,5759,629,310,5094,4603,4894,1653,274,1341,6851,1735,468,5080,3729,4968,5364,4214,1729,11017,10618,7261,5983,703,4047,2511,473,6371,8157,5684,3699,11633,11597,11506,7136,4769,2389,2817,1469,3325,9839,9731,7833,6008,3416,724
5135,1605,240,6382,2144,465,2130,1847,416,6990,2585,1646,6268,2763,3182,3927,1698,828,6508,2825,2845,5440,2781,3852,5385,2077,1541,2720,2591,6598,5584,3917,3899,6319,217,201,2879,1933,5483,7660,1500,3227,9327,8323,3011,8409,7595,4877,6172,4833,9128,11542,294,125,4756,3767,9576,4673,3694,7284,7941,4083,6538,3316,1715,2462
3770,1777,223,4703,3449,3243,699,380,5993,6051,4382,954,6687,6146,1579,3057,377,3577,6528,841,1166,6511,2182,494,4849,2244,1127,6727,4956,3274,5566,1999,3250,6303,4360,178,6429,5871,6374,9387,7958,460,4015,1138,4215,5691,2281,2242,10467,7144,5264,11373,8352,5603,10565,760,769,8263,3552,2617,10396,1089,2210,4063,3375,9073
2216,373,4991,4497,3494,2154,6312,1798,668,2623,351,2951,2120,1469,1944,6257,560,853,6853,1087,210,4823,1986,2331,3732,3463,3065,5045,2482,508,6817,5263,4716,2121,617,4226,6932,10,197,1889,942,8654,7092,2713,696,5652,4179,5666,8587,4817,5408,8624,1974,4133,10574,1240,419,7328,3121,2485,11517,886,1040,9761,5372,2585
6834,4661,4532,3157,2659,1544,5182,1765,1617,5223,2669,4385,2595,784,4922,6550,3675,3264,5976,5067,3106,5168,4230,1770,3334,747,2089,3071,1484,490,6270,4051,1178,5730,1271,2120,7119,5803,4003,9601,5172,944,5075,2626,9531,7139,3405,6068,9178,5732,7679,10783,8804,1288,9753,209,1054,6692,1942,4165,11671,6100,2147,6974,2891,4620
6705,4919,1870,2042,2021,763,5034,1376,1061,6939,342,337,6733,3477,3165,6139,3735,2942,4015,1541,490,2708,252,1761,4676,1829,4244,2077,2069,105,3397,1077,3675,6579,6491,5656,5319,5059,485,5373,502,1285,11980,8036,4987,9802,1027,2761,11125,4995,1432,3267,2964,7936,10598,3791,1595,8915,4161,352,7718,422,696,8703,5143,7324
3656,2365,4271,784,100,820,4719,2410,1542,6934,4755,2649,6421,939,748,5346,1397,3076,2964,1701,590,4217,1314,978,7091,2160,1841,113,99,707,5995,4378,2196,5744,5012,3083,745,363,1498,6156,536,1735,8931,7310,2433,11536,2710,2841,7562,1342,926,8239,109,3369,8402,3015,6311,5106,4084,6956,7992,3144,4394,10884,9734,6178
5562,5157,1405,1504,288,3266,3851,347,1448,4828,1572,716,6230,5307,1825,7025,6724,4640,1853,1599,2682,3881,1184,614,6772,5198,212,721,602,6273,3813,78,703,3815,1450,567,1880,1246,4253,7355,7023,6600,4054,3286,9814,11667,9601,6734,7146,5939,3128,11499,3523,3175,11698,8159,6810,7978,4316,7800,9242,5991,3279,7328,1208,3691
1810,13,1134,4482,190,1732,4952,12,2138,3972,1692,1126,2748,725,300,4941,3756,3542,2936,1398,2709,3311,77,442,1786,1672,868,6392,5768,3371,4438,1288,3332,2932,1902,3550,4887,3839,2740,6932,2849,7842,10582,3617,2041,8800,504,2658,4335,2668,8875,11151,7353,1753,10349,7298,2007,11462,1652,648,6530,1738,891,9811,4547,2888
2931,2624,1393,6024,1174,1963,7078,3335,115,3406,1114,921,2323,533,2871,4727,95,510,4247,1088,2819,3676,1709,2605,982,882,4219,3995,1971,4548,6482,206,226,4580,2957,262,3788,1014,2787,11925,5631,1741,9006,1708,4376,10954,4167,634,10542,7552,8092,5551,3047,6115,5058,3646,4312,10458,5867,6553,5683,2475,4105,8152,607,1351
1700,1338,5231,6813,4773,1557,3858,1,1725,3213,2716,232,4661,3626,3003,5142,1447,1306,5978,5425,5175,4572,1882,2573,4319,732,3132,6572,5311,5342,6502,1555,1239,1885,25,3991,5561,1507,2031,8035,4276,7313,11674,7652,7168,7421,2250,1000,11082,4694,1979,8619,2535,5704,5724,3498,5045,11144,1312,2156,7313,873,5069,8896,4551,429
5593,5470,6785,3597,1687,1839,5582,3966,2385,729,38,2486,4038,1525,2425,5001,2386,1167,5728,4976,2509,5263,709,1828,6719,5712,2431,6603,655,1167,6186,3041,300,5851,2167,829,6085,1639,265,11072,9938,8845,11190,2604,1554,6171,4329,7893,8367,4701,2222,11788,2634,1839,7271,1520,2709,11988,4363,2749,11509,2627,2106,4774,908,1385
6908,2811,2715,3749,800,620,4001,2389,3180,3177,1230,1651,4938,1179,1536,3782,3733,5922,3261,2542,5900,6382,1472,858,3438,3206,4288,7115,3907,941,3445,2137,5348,4513,3709,933,4711,1464,3817,9979,4437,3078,10140,4632,1390,9735,9329,616,5888,4513,5231,10993,9621,1441,8460,3011,2901,10374,9219,433,10988,8953,8940,5251,1195,5737
6812,4203,144,3569,2461,3826,4792,3813,2113,3598,2130,2915,5295,3993,580,5971,4399,417,6619,5554,2112,5768,2389,2947,4520,3452,4209,4149,1715,3576,6656,3605,404,1737,438,3509,7064,1257,93,8620,7852,816,6898,4914,9766,1022,283,9369,6606,4188,3026,2813,1083,10082,8350,3686,1453,1588,382,6003,10975,5161,2863,9793,4884,5904
2753,773,3995,4934,4171,4811,3092,515,203,4383,1210,2821,1882,885,2819,1989,1350,990,3177,150,3180,6326,4537,4815,5277,4513,5160,6010,2773,2831,3455,2048,5384,4808,1474,2774,5900,1894,3109,1584,674,8768,11750,2510,2327,10108,478,15,5444,3972,7942,11812,1073,268,6117,4760,4775,7209,975,5500,8677,7319,7663,10813,7245,3595
5975,3265,689,5574,1477,1368,2780,1242,4882,5994,4108,3300,3816,3194,1759,1629,1615,6288,6207,5491,910,6604,1836,383,5924,3808,2402,6068,3168,4035,6791,334,636,6108,2774,2878,7115,4414,3626,9678,7991,1689,11567,6068,2494,9645,546,273,9414,7183,6461,11007,342,1257,6132,2135,4269,11734,4594,4380,9021,4105,4910,7163,2244,5482
3399,2609,503,5465,4232,4696,6420,6405,7177,5186,3805,1461,2381,545,2452,6302,1667,2082,1626,1029,4583,5151,2297,2273,4518,2804,2218,6935,4176,1752,7093,874,0,6212,4807,3551,6327,3864,2445,3376,2213,7702,7993,4672,4991,9372,1922,3291,8692,4452,342,11922,5274,1960,8266,7085,8993,11520,6771,6103,9826,9358,10718,10401,2192,2487
1293,902,2584,5929,695,573,7192,6554,2239,2842,1873,1738,4288,331,1849,6717,3392,2729,5180,4421,5717,5127,3299,3982,3932,1868,1087,4511,37,1475,6219,3819,2864,4956,4126,5690,4908,307,135,8865,7854,5795,8312,858,1471,10741,1527,1935,4582,1188,813,8608,2877,4301,10174,4828,4458,10852,3862,4295,11186,2897,2770,10696,8549,9583
2975,1400,5552,5807,3032,3476,2877,1733,15,2707,164,3575,5806,3715,4568,6054,1202,1687,6476,943,502,5810,2262,3345,3151,1333,2624,5949,5718,2608,5264,4374,594,6520,677,119,4736,1034,300,6806,33,3668,8925,2998,1208,11149,3063,1171,4207,696,7127,10032,6396,4452,9804,4117,1706,11285,3141,76,11059,5281,853,11730,1002,860
7127,4489,4550,6251,1519,1516,1159,698,960,6118,4028,988,6659,1059,302,6539,2794,1669,6035,1550,1851,6893,1302,606,4442,1917,4411,2839,35,347,1484,682,2090,5962,4123,3423,4002,3114,1592,10441,1576,1092,7135,367,2941,9257,1518,3696,10638,7766,3089,8088,4155,2709,7393,2623,476,8220,6546,8189,6631,5663,501,11588,3226,69
7188,4356,2111,6248,5920,3412,1421,1011,2799,3078,795,3574,5902,1802,2094,5414,4029,3896,6336,1286,74,6197,828,1261,6936,1960,680,3151,1317,2800,2892,1526,3824,5262,3893,2921,2480,332,2522,9957,1556,1284,9709,6159,500,11435,1891,817,5961,1830,5852,6642,2682,2045,5246,2624,1273,9863,5844,6089,1469,375,2794,8431,2833,3966
4943,1422,3096,3740,594,2185,3209,1151,4357,5857,3551,2909,6194,2215,2997,5281,5169,168,5124,3654,1124,6630,6012,1873,5656,4587,660,4634,4479,1324,5190,4870,5139,4290,1738,2321,4670,1620,3079,9685,3368,2954,4050,225,1079,10361,6947,4226,9983,419,288,6005,5677,9848,3895,2838,7485,10108,4323,862,3888,1922,8810,9564,5593,4978
6617,1297,1435,5331,480,634,6415,325,772,5215,4402,4073,6976,1161,791,280,117,3381,2594,2200,6500,2491,1367,1065,1729,759,4957,1479,1433,4012,5459,4156,2266,4873,4755,1495,6129,6014,3244,9271,1395,3071,4904,2876,7841,7640,1659,313,9852,8783,4608,10176,8731,4769,8542,7820,5520,6647,2539,2053,10776,8636,6134,8949,4441,802
6755,1120,859,5485,4624,6072,6862,5011,3601,4886,3781,2849,6606,980,703,3544,991,4166,6894,3445,3217,2189,612,344,5927,3880,2013,4058,935,3023,3569,819,306,1613,52,430,3359,2334,3056,10947,7862,8843,9869,8943,4744,6294,5210,10326,5677,1098,494,6214,219,305,6242,5523,5642,6161,5214,4481,8274,939,82,5310,2145,6377
6494,6478,260,6933,3349,2101,5452,937,1085,3954,3492,1279,6329,3725,3797,6719,5848,1333,6666,6273,1389,1921,1858,2770,4060,1885,3814,6146,1776,859,3056,371,765,1991,1882,4306,4081,2014,1782,11928,2956,2932,5670,1071,7248,11410,1932,1044,5073,2805,6843,6300,3471,8270,6361,5110,4275,5428,5004,8197,7417,7052,9387,9542,2623,4188
276,64,6328,5685,2720,591,5600,846,1424,1741,1421,4511,6401,6078,367,2204,1842,3964,1782,1291,1553,2833,1901,1946,5989,5238,5798,5229,270,398,3450,1076,3295,4415,707,3426,3849,3599,1262,11904,795,544,11847,8788,6127,10522,3991,1864,9111,4451,3097,11099,10271,640,5526,699,5365,8621,3481,4389,9752,3425,1591,11107,7319,7956
6540,4125,3691,3556,1302,2546,6178,777,1779,4831,3489,4498,690,465,6900,4326,1206,3920,2044,1792,3089,2878,2645,488,6549,97,146,5357,1635,969,5669,3496,395,7134,135,103,1512,418,1583,11653,344,107,9186,6526,4005,8395,8110,7126,7757,206,2845,1468,818,3068,10192,1769,1730,9529,472,1743,7918,7442,7797,11744,7636,3707
6106,5585,4036,4800,1423,1125,7180,4617,1804,5840,3013,3648,7125,1983,841,7040,6011,405,3341,526,2013,721,553,272,6598,4536,294,4691,2242,345,2568,112,3432,7102,3281,2890,2677,684,2718,11416,45,28,6665,2979,2966,7411,3916,3356,10396,7268,7979,3718,1493,9646,10153,2508,2722,10800,2192,3153,8273,12,3439,7815,803,4729
4557,3490,4172,4502,527,2266,4367,1576,128,6475,2376,575,5983,2795,2761,1434,1263,233,4828,1913,2630,440,16,930,2356,2001,927,2794,201,3241,5888,2461,742,6711,2588,204,4711,1023,1412,11399,9542,1435,6652,116,785,6851,250,1629,11107,6238,3248,11871,5396,2338,10367,7546,3286,11761,276,104,11700,74,73,11741,8675,5434
5239,1986,3070,6241,5254,704,2919,2402,1703,4674,650,17,5949,511,1429,404,174,5354,5545,2637,719,1354,402,537,1282,404,2076,5834,2275,3432,4169,1718,3975,4327,1436,3567,5100,1736,3537,3292,1157,7252,7321,6106,2358,8230,4074,7843,8117,7091,6057,8813,5330,7593,6107,2223,1758,11589,2802,345,11699,3627,3254,8500,259,3104
